loan_status_1,purpose,loan_amnt,inq_last_6mths,revol_util,pub_rec_bankruptcies,ln_annual_inc
0,debt_consolidation,8500,0,84.8,0,10.79957558
0,small_business,14400,3,75.4,0,11.98292909
0,debt_consolidation,2200,0,95.7,0,11.28978191
0,small_business,15000,2,33.2,0,11.00209984
0,credit_card,11400,3,71.8,0,11.6784399
0,credit_card,7000,0,23.2,0,11.00209984
0,wedding,5375,0,65.1,0,10.08580911
0,medical,1000,0,65,0,11.29476946
0,car,9000,0,76.7,0,11.89655388
0,debt_consolidation,12800,2,64.7,0,11.00209984
0,debt_consolidation,18000,0,61.2,0,10.66895539
0,debt_consolidation,35000,0,69.6,0,11.73606902
0,car,7500,0,45.3,0,11.16761428
0,debt_consolidation,7950,1,72.3,0,10.62132735
0,debt_consolidation,6800,0,61,0,10.91510646
0,credit_card,1000,4,70,0,10.93660086
0,wedding,12000,3,40.5,0,11.03488966
0,small_business,10000,0,8.3,0,11.26446411
0,debt_consolidation,3500,0,96.3,0,10.55581274
0,other,13200,2,75.5,0,11.46583386
0,debt_consolidation,6075,0,19.5,0,10.26813067
0,debt_consolidation,20000,0,57.6,0,11.99535161
0,car,13200,2,38.9,1,10.96127785
0,other,2200,1,93.6,0,10.7254676
0,car,7000,0,33.4,0,11.15051985
0,debt_consolidation,9000,1,93.2,1,11.40756495
0,home_improvement,21000,3,57.8,0,11.98292909
0,other,15000,3,54.1,0,11.09741002
0,debt_consolidation,5500,1,81.6,0,10.08580911
0,credit_card,4950,0,70.4,0,10.77895629
1,car,14400,0,74.6,0,11.15625052
0,debt_consolidation,1000,0,95.6,0,11.00209984
0,major_purchase,12000,1,37.3,0,11.32664408
1,credit_card,17500,1,88.5,0,10.47107151
1,home_improvement,11200,3,73.8,1,11.42081018
1,other,3600,3,48,0,11.07702177
0,debt_consolidation,12000,0,44,0,10.73639668
0,debt_consolidation,25000,0,48.8,0,11.20779878
0,debt_consolidation,8000,2,36.5,0,11.56741365
0,moving,5000,2,46,0,11.40756495
0,home_improvement,1000,0,88.3,0,10.49127422
0,debt_consolidation,30000,0,77.8,0,11.28978191
0,debt_consolidation,7200,0,66.7,0,10.30895266
0,debt_consolidation,28000,1,35.8,0,11.41861479
0,wedding,16000,0,83.3,0,11.82407989
0,debt_consolidation,20000,0,37.5,0,10.95080655
0,major_purchase,10000,2,2.2,0,11.87756858
0,debt_consolidation,6000,0,30,0,10.27505111
0,major_purchase,14000,1,32.6,0,11.31447453
1,small_business,35000,5,1.9,0,11.31447453
0,wedding,12000,1,82.3,0,11.21182037
0,debt_consolidation,20500,2,53.6,0,10.81977828
0,debt_consolidation,16000,2,2.9,0,11.01862914
0,credit_card,14000,2,14.2,0,12.10071213
0,wedding,7200,1,8.9,0,11.00209984
0,other,1500,0,99.8,0,10.08580911
1,small_business,31000,1,70,0,10.67359577
1,debt_consolidation,8000,2,60,0,10.81977828
0,debt_consolidation,6000,0,70.9,0,9.903487553
0,debt_consolidation,6300,1,25,0,10.91508846
0,car,2900,0,37.4,0,11.06657586
0,debt_consolidation,9175,0,94,0,11.73606902
0,credit_card,8500,2,49,0,11.69524702
0,home_improvement,15075,0,57.5,0,10.89673933
0,debt_consolidation,12000,0,56.6,0,11.15625052
0,credit_card,10000,4,16.8,0,11.56171563
1,debt_consolidation,14075,2,57.8,0,11.08214255
0,debt_consolidation,9000,0,19.4,0,10.99406767
0,small_business,12000,4,1.6,0,11.10495723
0,debt_consolidation,17000,3,18,0,11.51292546
0,debt_consolidation,6000,2,38.6,0,10.93310697
0,other,3300,2,0,0,10.59663473
0,debt_consolidation,2800,1,28.1,0,11.60823564
0,credit_card,3150,2,84.4,0,11.1844214
0,major_purchase,25000,1,17.6,0,11.40756495
0,debt_consolidation,7000,1,47.4,0,10.59663473
0,debt_consolidation,2000,3,71.9,0,11.74403719
0,debt_consolidation,15000,0,95.8,0,11.00209984
1,debt_consolidation,12000,3,77.5,0,11.56171563
0,debt_consolidation,6000,1,43.4,0,11.08214255
0,credit_card,15000,0,68.3,0,11.51292546
1,home_improvement,10000,2,0.9,0,11.18830274
0,debt_consolidation,35000,3,41.8,0,11.73606902
1,other,8500,2,61,0,10.87744324
0,debt_consolidation,12000,3,69.5,1,10.59663473
0,small_business,9200,3,0,0,10.46310334
0,debt_consolidation,7500,3,39.5,1,10.96819829
0,home_improvement,9000,0,6.1,0,11.51292546
0,debt_consolidation,15000,2,62.3,0,11.09741002
0,credit_card,8000,0,5.5,0,11.38509209
1,debt_consolidation,14000,0,57.8,0,10.71441777
0,other,5000,3,46.5,0,10.37349118
1,small_business,5000,2,27,0,10.71441777
0,debt_consolidation,14400,1,81.8,0,10.95080655
0,debt_consolidation,3000,0,30.6,0,10.30895266
0,debt_consolidation,16000,1,63.9,0,11.56171563
0,home_improvement,12000,0,41.8,0,11.95761129
0,debt_consolidation,3625,3,62.8,0,9.852194258
0,debt_consolidation,8000,1,40.1,0,10.77895629
1,debt_consolidation,11000,0,67.9,0,10.23466006
0,credit_card,4200,1,57.6,0,10.27505111
0,car,5400,0,10.2,0,10.41511286
0,other,2800,1,1.8,0,10.59663473
0,debt_consolidation,12800,0,26.9,0,11.33642692
0,debt_consolidation,14125,1,67.5,1,10.70099475
0,debt_consolidation,16100,2,87.6,0,11.08214255
0,debt_consolidation,9600,0,99.1,0,11.45991491
0,debt_consolidation,16000,0,12,0,11.02190247
0,debt_consolidation,13400,0,64.7,0,10.54534144
0,credit_card,4000,1,42.3,0,10.30895266
0,debt_consolidation,5000,0,38.1,0,11.12726298
0,car,6600,0,87.9,0,10.08580911
0,major_purchase,4200,0,39.4,0,11.33857208
1,debt_consolidation,20000,0,95.3,0,10.94199592
0,debt_consolidation,12000,2,80.7,1,11.14186178
0,wedding,4200,0,50.3,0,10.99373159
1,debt_consolidation,21200,1,26.2,0,11.26988605
0,other,4400,1,42.2,0,10.91508846
0,home_improvement,4000,1,57.5,0,10.95080655
0,debt_consolidation,12000,0,46.4,0,11.08214255
0,other,2000,0,60.5,0,10.91508846
0,debt_consolidation,12000,5,22.5,0,10.91508846
0,home_improvement,18000,2,41.4,0,11.40756495
1,debt_consolidation,10000,1,42.6,0,10.45737267
1,debt_consolidation,15000,2,18.2,0,10.51867319
0,car,5000,1,14.2,0,11.1844214
0,car,6500,1,49,0,10.16623636
0,debt_consolidation,6000,2,42.1,0,10.42228135
0,debt_consolidation,8000,1,20.2,0,10.59663473
1,small_business,2200,0,83.7,0,9.798127037
0,debt_consolidation,14125,0,87.4,0,10.74505474
0,house,4350,0,2.5,0,10.34817337
0,major_purchase,10000,1,51.6,0,11.31938926
0,debt_consolidation,11200,1,64.3,1,11.05089001
0,small_business,10000,1,94,0,11.81303006
0,debt_consolidation,8000,0,85.9,0,11.22524339
0,debt_consolidation,22400,0,54,0,11.6351431
0,debt_consolidation,2800,1,55,0,11.77525896
0,credit_card,7200,2,55.8,0,10.34174248
0,medical,2200,0,61.4,0,10.59663473
1,debt_consolidation,12200,0,86.2,0,11.06663836
0,credit_card,35000,0,87.7,0,11.64395373
0,debt_consolidation,24000,1,63.2,0,11.78298314
0,small_business,35000,2,39.3,0,11.44678566
0,home_improvement,8000,1,25.2,0,11.35040654
1,moving,7000,1,71.7,0,10.91508846
0,small_business,3375,3,66.9,1,9.971306936
0,other,10000,2,60.69,0,10.59653473
0,small_business,13600,0,7.8,0,10.88556602
0,home_improvement,2400,0,58.2,0,11.04132055
0,debt_consolidation,30000,0,90.4,0,11.40756495
0,home_improvement,6000,1,83.7,0,10.39696354
1,debt_consolidation,25000,3,22.8,0,10.88083575
0,debt_consolidation,8000,2,74.7,0,10.86856845
0,debt_consolidation,35000,0,63.1,0,11.47210347
1,medical,1500,3,23,0,11.00209984
1,debt_consolidation,5400,2,11.7,0,10.85892207
1,debt_consolidation,4000,1,86.9,0,11.17043516
0,debt_consolidation,15000,0,51.2,2,11.28978191
0,debt_consolidation,19000,2,83.4,0,10.91508846
0,home_improvement,20000,0,28.4,0,11.49272276
0,debt_consolidation,8000,0,0.4,0,11.60823564
1,other,3500,0,56.8,0,11.00209984
0,credit_card,16000,2,96.8,0,10.77895629
1,other,20000,0,78.4,0,10.89673933
1,credit_card,2200,0,32.8,1,10.71441777
0,wedding,15000,1,52.5,0,10.46310334
0,wedding,11500,0,31.3,0,11.57119437
0,car,2425,1,60.2,0,10.49127422
0,credit_card,4000,2,88,0,10.52406404
0,other,4500,0,66.6,0,10.63344871
1,debt_consolidation,3200,2,95,0,11.00209984
0,debt_consolidation,20000,0,13,0,10.5751557
0,renewable_energy,4000,0,90,0,11.46163217
0,home_improvement,3000,3,35.3,0,10.66895539
1,debt_consolidation,17000,0,21,0,10.30895266
0,credit_card,21000,1,87.8,0,10.9957041
0,major_purchase,8600,0,35.3,0,10.46310334
0,medical,13000,0,37.9,0,11.08214255
0,wedding,18000,1,15.2,0,11.39643659
1,other,14300,3,94.2,0,10.30895266
0,medical,5000,1,76.6,0,12.20607265
0,other,6000,0,4.8,0,9.92329018
0,debt_consolidation,6000,0,26.1,0,10.81977828
1,major_purchase,5225,2,52.3,0,11.81303006
0,debt_consolidation,7800,0,25.4,0,10.40426284
0,major_purchase,3500,3,27.2,0,11.04132055
1,vacation,6000,1,73.4,0,10.30895266
0,credit_card,9600,0,79.3,0,10.71441777
0,wedding,15000,0,29.2,0,11.1844214
0,home_improvement,12000,0,9.3,0,10.71441777
0,major_purchase,8000,7,2.8,0,10.261162
0,debt_consolidation,18000,1,36.5,0,11.36326469
0,debt_consolidation,24000,0,70.8,0,11.19172797
0,moving,14800,0,17,0,10.26813067
0,debt_consolidation,8000,2,52.1,0,10.59663473
0,debt_consolidation,30000,0,65.9,0,10.73639668
0,home_improvement,4800,1,17.2,0,9.903487553
0,home_improvement,28000,0,42.9,0,11.79810441
1,debt_consolidation,32400,0,96.7,1,11.05089001
0,debt_consolidation,10000,0,76.8,0,10.58609943
0,debt_consolidation,14000,1,63.3,0,11.60823564
0,other,4800,0,57.9,0,10.27518903
0,debt_consolidation,6000,1,7.6,0,10.08580911
0,debt_consolidation,3500,0,78.3,0,11.05089001
0,debt_consolidation,8000,0,2.9,0,11.27720313
0,debt_consolidation,20000,1,30.5,0,11.28978191
0,debt_consolidation,13500,0,45.5,0,11.67419361
0,credit_card,19600,0,76.3,0,10.82774645
0,other,3000,3,62.8,0,10.8296494
0,car,6000,2,48.7,0,11.48246626
0,small_business,28000,2,7.7,0,11.23321156
0,debt_consolidation,14675,1,59.7,0,10.5454467
1,other,4200,3,24.89,0,11.00209984
1,debt_consolidation,15000,0,86.2,1,10.7937628
0,debt_consolidation,12000,0,2,0,11.08214255
0,debt_consolidation,6400,0,88.9,0,11.04704134
0,credit_card,16000,0,68.7,0,11.51292546
0,credit_card,35000,0,54.5,0,11.57119437
0,car,4800,1,87,0,11.69524702
1,debt_consolidation,6475,0,46.2,0,11.42954386
0,credit_card,20000,2,45,0,10.92952915
0,home_improvement,24000,6,0,0,11.1844214
0,debt_consolidation,8000,0,81,0,11.87339321
0,other,5000,0,16.9,0,11.56171563
0,wedding,9600,0,1.2,0,11.74403719
0,debt_consolidation,9000,0,49.5,0,10.83958091
0,debt_consolidation,8000,0,3.6,0,11.40756495
0,debt_consolidation,9000,0,83.7,1,11.19134184
0,credit_card,20000,0,37.2,0,11.00209984
0,debt_consolidation,14000,0,55.5,0,11.24504602
0,home_improvement,1000,1,33.7,0,11.1844214
1,moving,6000,0,70.1,0,10.46310334
0,other,3700,2,0,0,11.15625052
0,small_business,35000,0,3.3,0,11.40756495
0,home_improvement,6500,2,53.8,0,10.91508846
0,major_purchase,4000,2,15.6,0,11.08214255
0,other,15000,0,52.1,0,11.58058411
0,debt_consolidation,1325,1,44.4,0,10.84933709
0,car,3200,0,89.2,0,11.06657586
0,debt_consolidation,19000,0,85.6,0,11.65268741
0,debt_consolidation,20000,0,15,0,11.37939407
0,credit_card,2200,1,83.4,0,10.82223526
0,small_business,21750,0,96.3,0,10.75790288
0,credit_card,8000,1,18.7,0,11.44035477
0,debt_consolidation,35000,0,48.8,0,11.9511804
0,car,11000,0,1.2,0,11.56171563
0,debt_consolidation,16800,0,65.9,0,11.8493977
0,major_purchase,4000,3,34.9,0,11.1844214
0,debt_consolidation,5200,2,75.2,0,10.46310334
1,debt_consolidation,7000,0,43.1,0,10.30895266
1,debt_consolidation,13000,0,50.2,1,11.69524702
0,debt_consolidation,20000,0,44.6,0,10.96819829
0,medical,10500,0,38.4,1,11.28978191
0,debt_consolidation,19425,0,77.9,0,10.89673933
1,medical,12000,2,34,0,11.69524702
0,major_purchase,7000,0,19.4,0,11.44035477
0,home_improvement,4200,0,16.1,0,11.22524339
0,debt_consolidation,17000,0,86.4,0,10.77895629
0,debt_consolidation,2400,1,12.2,0,10.04324949
0,debt_consolidation,2500,0,39.4,0,10.40426284
0,credit_card,5600,0,23.1,0,11.15625052
1,debt_consolidation,30000,0,27.5,0,11.98290409
0,moving,14400,1,52.8,0,11.91839057
0,other,9500,2,22.7,0,10.59663473
0,other,1200,3,32.9,0,10.49127422
0,other,10000,3,31.9,0,11.33857208
0,car,5650,0,30.9,0,10.77895629
0,debt_consolidation,26400,0,38.5,0,11.73606902
0,debt_consolidation,8000,1,58.9,0,10.16585182
0,wedding,13500,0,3.8,0,11.07289997
0,home_improvement,6200,0,2.4,0,11.24895992
0,debt_consolidation,5000,0,24.66,0,9.98266835
0,debt_consolidation,16800,0,72,1,11.00209984
0,debt_consolidation,5000,0,86.8,0,11.08214255
0,debt_consolidation,20000,0,78.8,0,11.08214255
0,renewable_energy,14400,2,41.4,0,11.67504431
0,credit_card,16000,0,84.7,0,10.77895629
0,debt_consolidation,4000,3,23.7,0,10.51867319
0,debt_consolidation,12000,0,11.4,0,11.00209984
0,medical,1500,1,87.7,1,10.59663473
0,debt_consolidation,12500,0,35.3,0,12.11450545
0,medical,2000,0,64.7,0,10.84005139
1,debt_consolidation,20000,2,45.2,0,10.97678203
0,other,6000,0,11.4,0,10.43399815
1,debt_consolidation,12600,0,63,0,10.89673933
0,debt_consolidation,25000,0,29.4,0,10.858999
1,small_business,4800,2,0,0,10.79875892
1,credit_card,10000,0,66.3,0,10.55581274
0,major_purchase,3000,0,71.1,0,9.862665558
1,other,2500,0,75.1,0,10.73796067
0,credit_card,21000,2,35.6,0,11.75194237
0,home_improvement,15000,1,70.4,0,11.69524702
0,debt_consolidation,20000,0,40.5,0,10.85892207
0,credit_card,16000,0,88.3,0,11.15051985
0,house,30000,3,0,0,11.69524702
0,major_purchase,18000,0,8.2,0,11.12726298
1,house,14300,2,10.5,0,11.35040654
0,debt_consolidation,16000,0,34.4,1,11.61728548
0,debt_consolidation,35000,0,81.7,0,11.73606902
0,credit_card,18250,0,38.8,0,10.51867319
0,small_business,7300,1,64.3,0,11.47210347
1,credit_card,14400,0,45.4,0,10.71441777
0,debt_consolidation,15000,2,88.9,0,10.71441777
0,other,1400,0,13.4,0,11.42954386
1,debt_consolidation,15000,1,59.7,0,11.09741002
0,debt_consolidation,18500,0,19.3,0,11.22524339
0,debt_consolidation,5000,2,1.7,0,10.6454249
1,credit_card,32000,4,12.8,0,11.69524702
0,debt_consolidation,12000,0,61.6,0,11.3083583
0,credit_card,28000,0,56.1,0,11.75978554
0,debt_consolidation,22250,1,99.1,0,11.46163217
1,small_business,35000,3,57.2,0,11.60823564
1,major_purchase,4500,2,32.04,0,11.00209984
0,debt_consolidation,1000,0,72.6,0,10.93310697
0,other,20400,0,15.8,1,11.02146119
0,credit_card,35000,0,49.3,0,11.22524339
1,small_business,21500,2,29.5,0,11.08214255
0,debt_consolidation,9200,3,71.4,0,10.74875478
0,debt_consolidation,35000,1,7.8,0,11.21182037
0,other,6000,0,32.2,0,10.08580911
0,debt_consolidation,27000,0,51.6,0,11.36210258
0,debt_consolidation,11000,0,37.8,0,11.28978191
1,other,35000,3,38.4,1,11.73206099
0,credit_card,12000,3,37.4,0,11.00209984
0,small_business,19200,1,80.2,0,11.81303006
0,moving,4350,0,65.4,0,10.81977828
0,debt_consolidation,10000,2,69.7,1,11.1844214
0,home_improvement,18000,0,72.1,0,11.00209984
1,debt_consolidation,27000,0,62.8,0,11.21171226
1,major_purchase,8500,2,40.4,0,10.20359214
0,major_purchase,7200,1,1.8,0,9.809176873
0,major_purchase,35000,0,28.5,0,11.87756858
0,debt_consolidation,9000,1,1.7,0,11.06663836
1,debt_consolidation,15250,1,60.3,0,10.30895266
1,small_business,24925,4,7.3,0,10.71441777
0,credit_card,20000,0,45.8,0,12.10071213
0,debt_consolidation,5000,0,0,0,10.6454249
0,major_purchase,6000,0,21.9,0,11.43235512
0,debt_consolidation,3825,0,10.9,0,11.35040654
0,debt_consolidation,5000,1,12.2,0,10.57131693
0,debt_consolidation,25000,1,29.9,0,11.28978191
0,home_improvement,1000,0,53.6,0,11.65268741
0,debt_consolidation,8000,3,92.2,0,11.91839057
0,debt_consolidation,20000,2,58.5,0,10.83958091
1,debt_consolidation,10175,0,94.9,0,11.97035031
0,debt_consolidation,5000,0,84.5,0,10.30895266
1,debt_consolidation,15000,0,98.4,0,10.59663473
0,home_improvement,14000,0,25.33,0,11.73606902
0,moving,7600,0,75.3,0,10.77895629
0,other,4000,2,4.4,0,10.6454249
0,debt_consolidation,5600,0,55.2,0,10.20359214
0,debt_consolidation,2500,3,90.8,0,11.00209984
0,debt_consolidation,30000,1,58,0,11.28983191
0,other,6750,0,73.8,0,11.00209984
0,credit_card,6000,0,62.4,0,10.96819829
0,debt_consolidation,9000,0,55.2,0,10.46310334
0,debt_consolidation,6200,1,45.9,0,10.93310697
0,debt_consolidation,35000,0,27.7,0,12.04355372
0,other,2000,0,73.1,0,10.93310697
0,debt_consolidation,5000,1,92.1,0,10.28065332
0,home_improvement,13000,2,11.2,0,11.53272809
0,credit_card,6000,1,48.8,0,11.51292546
0,credit_card,35000,2,59.3,0,12.15477935
0,debt_consolidation,20000,1,45.4,0,11.05089001
0,credit_card,35000,0,75.6,0,11.48246626
0,car,6000,1,0.2,0,10.83958091
0,other,2500,0,64.3,0,11.68691238
1,moving,18000,3,75.8,0,11.54248427
0,other,24000,0,50.5,0,11.35040654
0,debt_consolidation,25000,0,22.6,0,11.38509209
0,credit_card,30000,0,74.2,0,12.20607265
0,medical,4200,0,89.8,0,10.46310334
0,small_business,8600,2,79.1,0,10.64780302
0,credit_card,3200,2,27.1,0,10.81977828
0,debt_consolidation,14600,0,94.3,0,11.02190247
0,debt_consolidation,4600,1,50.7,0,10.30895266
0,debt_consolidation,6225,0,83.5,0,11.05485041
0,debt_consolidation,35000,0,67.2,0,12.01370075
0,debt_consolidation,10000,1,61.8,0,10.6454249
0,debt_consolidation,20000,0,93.1,0,11.66992921
0,debt_consolidation,20000,0,88,0,11.08220409
0,debt_consolidation,25600,0,18.6,0,12.16525065
0,major_purchase,16800,1,34.4,0,11.65268741
0,credit_card,15000,0,41.1,0,11.39315045
0,debt_consolidation,20000,0,47.6,0,11.99535161
0,debt_consolidation,20000,3,34.7,0,11.69524702
0,credit_card,10000,2,83.8,0,10.46310334
0,other,14000,2,20.9,0,11.40756495
0,debt_consolidation,4800,0,55.4,0,10.42228135
0,debt_consolidation,20000,0,68.4,0,10.71441777
0,moving,8000,0,85,0,11.51292546
1,debt_consolidation,25000,2,43.9,0,11.53272809
0,debt_consolidation,16000,0,30,0,11.47210347
0,home_improvement,12000,1,3,0,11.2515607
0,car,3000,0,83.6,0,11.61186541
1,debt_consolidation,15000,0,80.7,0,10.81985828
1,debt_consolidation,7500,0,45.6,0,10.30895266
0,car,4800,0,33.4,0,10.29329742
0,debt_consolidation,15000,0,76.7,0,11.70354582
0,debt_consolidation,10000,0,37.3,0,11.00209984
0,credit_card,1850,2,92.7,0,10.6454249
0,credit_card,30000,0,41.2,0,12.01370075
0,other,6625,3,83,0,10.60333722
0,debt_consolidation,6000,0,26.1,0,10.37349118
0,debt_consolidation,15000,0,0.1,0,10.77895629
0,other,8000,0,2,0,11.22524339
0,debt_consolidation,35000,0,59.9,0,11.49272276
1,debt_consolidation,20000,2,73.4,0,11.00209984
0,car,3000,0,69.3,0,10.87426647
0,debt_consolidation,6400,1,18,0,10.40426284
1,credit_card,19000,0,64.8,0,11.22524339
0,debt_consolidation,8000,0,30.9,0,11.53761808
0,debt_consolidation,7000,1,36.7,0,11.08214255
0,debt_consolidation,10000,1,84.9,0,11.51300546
0,home_improvement,12000,1,19.4,0,11.17043516
0,debt_consolidation,7000,1,33.9,0,10.858999
1,debt_consolidation,3000,1,66.8,0,10.6454249
0,credit_card,25975,1,85.2,0,11.28978191
0,debt_consolidation,2400,0,66.1,0,10.81977828
0,credit_card,4600,0,75.1,0,10.81977828
0,other,6000,0,66.8,0,11.1844214
0,credit_card,14400,1,96.7,0,11.21182037
0,credit_card,6000,0,95.9,0,10.08580911
0,debt_consolidation,9800,0,34.6,0,11.28978191
1,credit_card,13250,0,68.4,0,10.49127422
0,debt_consolidation,17000,0,42.5,0,11.33260191
0,major_purchase,2400,0,8.7,0,9.862665558
1,credit_card,12000,1,66,1,11.58988651
0,debt_consolidation,30000,0,85.9,0,11.72803684
0,debt_consolidation,6000,1,42.6,0,10.82895208
0,debt_consolidation,17850,0,48,0,11.51572155
0,debt_consolidation,14000,3,29.9,0,11.1844214
0,credit_card,25000,0,18.8,0,11.91839057
0,wedding,5600,1,0,0,10.46310334
0,debt_consolidation,4000,1,76.3,0,10.25941222
0,debt_consolidation,12000,1,51.3,0,11.26446411
0,credit_card,25000,0,48.7,0,11.14186178
0,debt_consolidation,17875,0,23.2,0,10.30895266
1,debt_consolidation,20000,0,31.2,0,11.35040654
0,credit_card,18000,3,59.9,0,11.09741002
0,other,3000,0,37.8,0,11.60823564
0,medical,2500,0,0.3,0,11.60823564
0,debt_consolidation,22000,0,84.1,0,11.34332268
0,debt_consolidation,12000,0,19.8,0,12.19602231
0,debt_consolidation,30000,0,81.8,0,11.76756768
0,debt_consolidation,30000,1,60.2,0,11.91839057
0,debt_consolidation,6000,1,71.8,1,11.22524339
0,house,10000,1,57.2,0,11.08214255
0,debt_consolidation,8300,0,51.9,0,10.71486211
0,credit_card,19000,1,50.3,0,11.19821472
0,wedding,25000,1,58.4,0,10.97327161
1,debt_consolidation,25000,3,34.2,0,11.58988651
0,medical,18000,1,41.5,1,11.91839057
0,credit_card,15000,0,27.7,0,11.15625052
0,debt_consolidation,18000,0,33.7,1,11.18429639
0,credit_card,14000,2,15.3,0,10.6454249
0,small_business,7800,5,15.9,0,11.69524702
1,debt_consolidation,21000,0,67.6,0,10.91871823
0,wedding,2400,1,9,0,10.91508846
1,debt_consolidation,4000,0,33.1,0,10.83135106
0,debt_consolidation,12000,2,65,0,11.2515607
0,debt_consolidation,12000,0,73.1,0,11.2515607
0,debt_consolidation,18000,0,96.9,0,11.72402882
0,credit_card,14000,0,57.1,0,11.28978191
0,debt_consolidation,15000,0,7,0,11.3736634
0,debt_consolidation,10500,0,29.2,0,10.59663473
0,credit_card,12000,0,90.3,0,11.21182037
0,other,8000,0,18.1,0,11.00209984
0,home_improvement,20000,0,63.8,0,12.07254125
0,home_improvement,15000,2,66.1,0,10.77895629
1,vacation,1500,0,96.3,0,9.574983486
0,debt_consolidation,8400,1,97.5,0,11.00209984
0,debt_consolidation,7500,0,52.2,0,10.76848499
0,debt_consolidation,35000,3,38.3,0,11.56171563
1,vacation,1600,1,84,0,10.59663473
0,debt_consolidation,12000,1,50.7,0,11.22524339
1,other,13200,1,5.8,0,10.49127422
1,credit_card,16950,0,60.4,0,10.71441777
0,debt_consolidation,6600,0,85.7,0,11.53152148
0,small_business,14000,0,11,0,11.04132055
0,major_purchase,13000,2,6.9,0,10.59663473
0,credit_card,12000,0,27.8,0,10.91508846
0,credit_card,20000,0,5.6,0,11.33857208
0,debt_consolidation,8150,1,92.2,0,10.46321762
0,credit_card,28100,0,82.3,0,10.91508846
0,wedding,28000,2,22.2,0,11.61728548
1,debt_consolidation,7200,0,33.3,0,10.1266311
1,debt_consolidation,20000,0,63.5,0,11.73606902
1,moving,5000,0,41.8,0,10.45737267
0,house,28000,1,54.4,0,12.43718437
0,debt_consolidation,21000,0,95.6,0,11.40756495
0,house,4200,1,99.1,0,11.08214255
0,credit_card,10000,1,33,0,11.58988651
0,car,5900,0,33.8,0,11.25208005
0,debt_consolidation,15000,0,43.6,0,11.51292546
1,other,16000,2,68.5,0,10.91508846
0,credit_card,22000,0,88,0,11.98292909
0,debt_consolidation,12000,0,47.6,0,11.17043516
1,car,13000,1,32,0,11.22524339
0,debt_consolidation,10000,1,27.2,1,10.98529272
0,debt_consolidation,12000,1,42,0,10.59663473
0,debt_consolidation,12000,1,63.7,0,10.61112918
0,major_purchase,1700,0,90.2,0,11.05089001
1,small_business,12900,1,33.9,1,10.87426647
0,debt_consolidation,12000,0,69.2,0,10.89673933
0,small_business,3000,2,60.8,0,11.35040654
0,small_business,5600,0,14.3,0,10.89673933
0,home_improvement,3375,1,81.6,0,11.5228758
1,debt_consolidation,5000,3,38.2,0,10.12647109
0,home_improvement,20000,0,12.7,0,12.09318386
0,debt_consolidation,17000,0,52,0,11.01862914
1,debt_consolidation,15000,2,43.7,0,10.57131693
1,debt_consolidation,13000,1,26.3,0,10.6454249
0,home_improvement,12000,2,3.7,0,10.87804719
0,wedding,5000,3,58.5,0,10.97780715
0,debt_consolidation,4800,0,58.9,0,11.42954386
0,debt_consolidation,15000,2,53,0,11.08214255
0,debt_consolidation,32000,0,62,0,10.86856845
0,moving,6000,0,81.1,0,9.83734775
0,debt_consolidation,15000,0,12.3,0,11.7905572
1,other,12000,1,30.2,0,10.63462392
0,debt_consolidation,14000,0,31.9,0,10.59663473
0,major_purchase,15000,3,19.7,0,11.11542853
0,car,13000,0,28.4,0,11.28978191
0,other,35000,0,33.5,0,11.17767648
1,debt_consolidation,35000,0,51.1,0,11.63804155
0,credit_card,14125,0,4.4,0,11.26446411
1,debt_consolidation,7550,2,75.6,0,9.92329018
0,car,17000,0,73.4,0,12.04355372
0,debt_consolidation,35000,0,83.5,0,12.52452638
0,small_business,9200,3,35.6,0,10.59663473
0,credit_card,1500,0,41.6,0,10.66356882
0,debt_consolidation,14400,2,79.7,0,11.24402589
0,debt_consolidation,16750,3,61.2,0,11.1844214
0,major_purchase,13500,1,36.1,0,11.64395373
0,small_business,18000,0,28.5,0,12.07254125
0,home_improvement,18000,0,26.9,0,12.76568843
0,car,2500,0,4.6,0,10.77895629
0,debt_consolidation,16800,1,78.8,1,11.69524702
0,small_business,9600,1,54,0,10.26813067
0,house,26500,2,7.8,0,11.28978191
0,debt_consolidation,30000,3,33.6,0,11.31447453
0,debt_consolidation,5000,0,96.2,0,10.53369493
1,debt_consolidation,13250,2,86.3,0,10.4341158
0,major_purchase,10400,0,8.5,0,11.44035477
0,other,4500,2,47.7,0,10.08580911
0,medical,16000,0,84.6,0,11.08214255
0,debt_consolidation,5000,0,18.1,0,12.01370075
1,debt_consolidation,12000,3,56.5,1,10.59663473
1,debt_consolidation,28000,0,88.1,0,11.98292909
0,car,12000,1,43,0,11.38053628
0,debt_consolidation,6000,1,95.9,0,11.08214255
1,debt_consolidation,14000,1,81.5,0,11.15625052
0,credit_card,25000,0,76.5,0,11.98292909
0,debt_consolidation,8000,0,36.1,0,11.08214255
0,debt_consolidation,24000,0,61.2,0,11.15625052
1,debt_consolidation,6000,2,49.7,0,11.01862914
1,credit_card,6000,1,55.4,0,11.40422605
0,small_business,4100,1,80.4,0,11.00209984
0,debt_consolidation,35000,1,33.7,0,10.91508846
1,debt_consolidation,18000,3,51.5,0,11.00209984
0,debt_consolidation,20000,3,21.5,0,11.40756495
0,debt_consolidation,28000,1,57.3,0,11.22524339
